reaction,product,Coefficient of reactants,reaction list,Feature,,,,,,,,,,,,,,,,△G,△G_norm
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-8.21,7.91,5.51,-28.44,0.556604986
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-7.75,7.94,6.5,-25.13,0.577872012
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-7.38,7.94,6,-25.13,0.577872012
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-7.75,7.91,6.5,-25.09,0.578129016
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-7.38,7.91,6,-25.09,0.578129016
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-6.1,7.94,5.1,-24.8,0.57999229
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-6.1,7.91,5.1,-24.76,0.580249293
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-8.19,7.94,5.49,-24.11,0.584425598
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-7.6,7.94,5.86,-24.08,0.58461835
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-8.19,7.91,5.49,-24.08,0.58461835
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-7.6,7.91,5.86,-24.05,0.584811103
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-7.89,7.94,6.41,-23.67,0.587252634
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-7.89,7.91,6.41,-23.65,0.587381136
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-7.24,7.94,5.55,-23.44,0.588730403
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-7.24,7.91,5.55,-23.41,0.588923156
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.78,-7.58,7.94,5.92,-23.2,0.590272424
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.75,-7.58,7.91,5.92,-23.17,0.590465176
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-8.21,7.94,5.51,-22.55,0.594448728
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-8.21,7.91,5.51,-22.52,0.59464148
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.68,-7.75,8.01,6.5,-19.95,0.611153945
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.51,-1.51,0,-2.014,0,0,0,-2.014,1.51,0,7.049,0,0,-7.68,-7.38,8.01,6,-19.64,0.613145721
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-7.75,7.94,6.5,-19.2,0.615972758
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-7.75,7.91,6.5,-19.17,0.61616551
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-7.38,7.94,6,-18.9,0.617900283
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-7.38,7.91,6,-18.85,0.618221537
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-6.1,7.94,5.1,-18.56,0.620084811
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-6.1,7.91,5.1,-18.52,0.620341814
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-8.19,7.94,5.49,-17.87,0.624518119
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-7.6,7.94,5.86,-17.84,0.624710871
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-8.19,7.91,5.49,-17.84,0.624710871
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-7.6,7.91,5.86,-17.81,0.624903624
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-7.89,7.94,6.41,-17.76,0.625224878
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-7.89,7.91,6.41,-17.73,0.62541763
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.78,-7.58,7.94,5.92,-17.28,0.628308918
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.75,-7.58,7.91,5.92,-17.25,0.628501671
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-7.24,7.94,5.55,-17.2,0.628822925
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-7.24,7.91,5.55,-17.17,0.629015677
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-8.21,7.94,5.51,-16.31,0.634541249
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-8.21,7.91,5.51,-16.28,0.634734002
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.68,-7.75,8.01,6.5,-13.72,0.651182215
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.51,-1.51,0,0,-6.042,0,0,0,1.51,0,9.063,0,0,-7.68,-7.38,8.01,6,-13.72,0.651182215
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-7.89,7.94,6.41,-11.53,0.665253148
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-7.89,7.91,6.41,-11.49,0.665510152
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.78,-7.58,7.94,5.92,-11.04,0.668401439
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.75,-7.58,7.91,5.92,-11.01,0.668594192
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.68,-7.75,8.01,6.5,-7.79,0.689282961
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.51,-1.51,-1.51,0,0,0,0,0,1.51,0,6.042,0,0,-7.68,-7.38,8.01,6,-7.49,0.691210486
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-7.75,7.94,6.5,-31.49,0.537008481
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-7.75,7.91,6.5,-31.45,0.537265484
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-7.38,7.94,6,-31.17,0.539064508
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-7.38,7.91,6,-31.13,0.539321511
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-6.1,7.94,5.1,-30.82,0.541313287
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-6.1,7.91,5.1,-30.78,0.54157029
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-8.19,7.94,5.49,-30.14,0.545682344
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-7.6,7.94,5.86,-30.11,0.545875096
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-8.19,7.91,5.49,-30.1,0.545939347
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-7.6,7.91,5.86,-30.07,0.5461321
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-7.24,7.94,5.55,-29.47,0.54998715
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-7.24,7.91,5.55,-29.43,0.550244153
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-8.21,7.94,5.51,-28.58,0.555705474
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-8.21,7.91,5.51,-28.55,0.555898227
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-7.75,7.94,6.5,-25.53,0.575301979
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-7.75,7.91,6.5,-25.5,0.575494731
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-7.38,7.94,6,-25.23,0.577229504
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-7.38,7.91,6,-25.18,0.577550758
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-6.1,7.94,5.1,-24.9,0.579349782
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-6.1,7.91,5.1,-24.85,0.579671036
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-8.19,7.94,5.49,-24.2,0.58384734
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-7.6,7.94,5.86,-24.17,0.584040093
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-8.19,7.91,5.49,-24.17,0.584040093
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-7.6,7.91,5.86,-24.14,0.584232845
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-7.89,7.94,6.41,-23.93,0.585582113
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-7.89,7.91,6.41,-23.74,0.586802878
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-7.24,7.94,5.55,-23.53,0.588152146
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-7.24,7.91,5.55,-23.5,0.588344898
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.78,-7.58,7.94,5.92,-23.29,0.589694166
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.75,-7.58,7.91,5.92,-23.26,0.589886919
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-8.21,7.94,5.51,-22.64,0.59387047
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-8.21,7.91,5.51,-22.61,0.594063223
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.68,-7.75,8.01,6.5,-20.03,0.610639938
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.516,-1.516,0,-2.022,0,0,0,-2.022,1.516,0,7.075,0,0,-7.68,-7.38,8.01,6,-19.71,0.612695965
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-7.75,7.94,6.5,-19.27,0.615523002
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-7.75,7.91,6.5,-19.24,0.615715754
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-7.38,7.94,6,-18.97,0.617450527
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-7.38,7.91,6,-18.92,0.617771781
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-6.1,7.94,5.1,-18.63,0.619635055
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-6.1,7.91,5.1,-18.59,0.619892059
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-8.19,7.94,5.49,-17.94,0.624068363
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-7.6,7.94,5.86,-17.91,0.624261115
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-8.19,7.91,5.49,-17.91,0.624261115
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-7.6,7.91,5.86,-17.88,0.624453868
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-7.58,7.94,5.92,-17.34,0.627923413
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-7.58,7.91,5.92,-17.31,0.628116166
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-7.24,7.94,5.55,-17.27,0.628373169
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-7.24,7.91,5.55,-17.24,0.628565921
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.78,-7.89,7.94,6.41,-16.86,0.631007453
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.75,-7.89,7.91,6.41,-16.81,0.631328707
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-8.21,7.94,5.51,-16.37,0.634155744
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-8.21,7.91,5.51,-16.34,0.634348497
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.68,-7.75,8.01,6.5,-14.09,0.648804934
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.516,-1.516,0,0,-6.065,0,0,0,1.516,0,9.097,0,0,-7.68,-7.38,8.01,6,-13.77,0.650860961
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-7.89,7.94,6.41,-11.57,0.664996145
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-7.89,7.91,6.41,-11.54,0.665188897
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.78,-7.58,7.94,5.92,-11.08,0.668144436
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.75,-7.58,7.91,5.92,-11.05,0.668337188
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.68,-7.75,8.01,6.5,-7.82,0.689090208
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.516,-1.516,-1.516,0,0,0,0,0,1.516,0,6.065,0,0,-7.68,-7.38,8.01,6,-7.52,0.691017733
TP41,TP53,C15H18O5+ 6h+ + 3H2O = C14H18O6 + CO2 + 6H+,1.52,-1.52,0,0,0,0,-9.12,9.12,1.52,1.52,-4.56,0,0,-7.94,-7.68,7.14,8.01,-38.55,0.491647391
TP42,TP53,C15H18O5+ 6h+ + 3H2O = C14H18O6 + CO2 + 6H+,1.52,-1.52,0,0,0,0,-9.12,9.12,1.52,1.52,-4.56,0,0,-7.84,-7.68,7.02,8.01,-36.57,0.504369057
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.78,-7.75,7.94,6.5,-31.58,0.536430224
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.78,-7.75,7.94,6.5,-31.57,0.536494474
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.75,-7.75,7.91,6.5,-31.53,0.536751478
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.75,-7.75,7.91,6.5,-31.52,0.536815729
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.78,-7.38,7.94,6,-31.26,0.53848625
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.78,-7.38,7.94,6,-31.25,0.538550501
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.75,-7.38,7.91,6,-31.21,0.538807504
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.75,-7.38,7.91,6,-31.21,0.538807504
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.78,-6.1,7.94,5.1,-30.91,0.54073503
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.78,-6.1,7.94,5.1,-30.9,0.54079928
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.75,-6.1,7.91,5.1,-30.86,0.541056284
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.75,-6.1,7.91,5.1,-30.86,0.541056284
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.78,-8.19,7.94,5.49,-30.22,0.545168337
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.78,-8.19,7.94,5.49,-30.22,0.545168337
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.78,-7.6,7.94,5.86,-30.19,0.54536109
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.78,-7.6,7.94,5.86,-30.19,0.54536109
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.75,-8.19,7.91,5.49,-30.18,0.545425341
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.093,0,0,-7.75,-8.19,7.91,5.49,-30.17,0.545489591
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.52,-1.52,0,-2.027,0,0,0,-2.027,1.52,0,7.095,0,0,-7.75,-7.6,7.91,5.86,-30.15,0.545618093
